equipment_id,equipment_type,brand,model,manufacture_year,machine_age_years,fuel_tank_capacity_liters,max_operating_hours_per_day,last_service_date,service_interval_days,current_status,current_health_score,current_location_lat,current_location_lon,geofence_status,demand_level
EQX1216,Motor Grader,CAT,160K,2021,6.0,237,10,2026-06-21,30,Rented,72,11.001405,76.914273,Inside,Medium
EQX1217,Backhoe Loader,Komatsu,3DX,2021,5.6,160,10,2026-06-26,60,Available,74,11.019085,76.98835,Inside,Medium
EQX1218,Forklift,CASE,FD25,2016,10.5,83,8,2026-06-25,60,Available,58,9.9448,78.132672,Inside,Low
EQX1219,Backhoe Loader,CASE,3DX,2023,3.2,154,10,2026-06-07,45,Available,84,12.953576,77.596291,Inside,High
EQX1220,Bulldozer,Volvo,D9,2020,6.0,593,10,2026-07-21,30,Available,76,9.899185,78.143946,Inside,High
EQX1221,Excavator,Komatsu,336,2017,9.2,450,12,2026-06-18,45,Available,65,12.937356,77.642863,Inside,High
EQX1222,Wheel Loader,CAT,966GC,2024,2.0,311,11,2026-07-27,60,Rented,90,13.004145,77.568326,Inside,Low
EQX1223,Bulldozer,Hitachi,D8,2025,1.2,517,10,2026-06-12,60,Rented,95,11.046452,76.919721,Inside,High
EQX1224,Wheel Loader,Komatsu,966GC,2016,10.7,335,11,2026-06-29,45,Rented,52,9.955036,78.106525,Outside,Medium
EQX1225,Wheel Loader,Hitachi,950GC,2023,4.0,387,11,2026-07-19,45,Available,80,13.130112,80.297386,Inside,Medium
EQX1226,Motor Grader,Komatsu,140K,2021,5.1,182,10,2026-07-03,30,Available,77,13.033751,80.251788,Inside,Medium
EQX1227,Backhoe Loader,Volvo,3DX,2019,7.9,172,10,2026-06-09,30,Available,65,10.974371,76.994257,Inside,Medium
EQX1228,Motor Grader,Hitachi,120K,2018,8.7,204,10,2026-06-03,60,Rented,69,13.008742,77.620575,Inside,Low
EQX1229,Wheel Loader,Volvo,966GC,2017,9.4,245,11,2026-06-06,60,Rented,61,12.984316,77.633298,Inside,Low
EQX1230,Backhoe Loader,CAT,3DX,2016,10.9,176,10,2026-07-28,45,Rented,51,13.001653,77.629012,Inside,High
EQX1231,Wheel Loader,CAT,966GC,2016,10.5,374,11,2026-06-09,30,Rented,60,11.038053,76.938734,Inside,High
EQX1232,Backhoe Loader,Volvo,4DX,2020,6.8,137,10,2026-06-06,30,Rented,77,17.4087,78.481816,Inside,Medium
EQX1233,Bulldozer,Komatsu,D6,2019,7.8,581,10,2026-06-03,60,Available,72,17.379676,78.497557,Inside,Low
EQX1234,Wheel Loader,Komatsu,950GC,2020,6.9,286,11,2026-07-04,30,Available,68,9.965515,78.116661,Inside,Low
EQX1235,Motor Grader,Komatsu,140K,2024,2.2,238,10,2026-06-01,60,Available,86,13.068483,80.271672,Inside,Medium
EQX1236,Backhoe Loader,JCB,4DX,2023,3.9,129,10,2026-07-16,30,Rented,85,13.117437,80.279931,Inside,Medium
EQX1237,Forklift,Hitachi,DP50,2024,2.4,75,8,2026-07-20,60,Available,92,11.03475,76.985536,Inside,Medium
EQX1238,Forklift,JCB,DP30,2017,9.6,85,8,2026-07-06,45,Available,65,9.907298,78.111017,Inside,Medium
EQX1239,Wheel Loader,Komatsu,950GC,2022,4.4,341,11,2026-06-04,30,Rented,83,13.013481,77.619884,Inside,Low
EQX1240,Wheel Loader,JCB,966GC,2020,6.6,309,11,2026-07-06,30,Available,77,13.128686,80.268062,Inside,High
EQX1241,Forklift,Hitachi,DP50,2020,6.3,108,8,2026-06-11,60,Available,69,17.349013,78.470657,Inside,Low
EQX1242,Excavator,CAT,320D,2017,9.1,425,12,2026-06-02,45,Rented,67,10.989171,76.95571,Inside,Low
EQX1243,Bulldozer,CAT,D6,2018,8.8,606,10,2026-06-22,60,Idle,60,13.036537,80.27096,Inside,Medium
EQX1244,Bulldozer,Volvo,D9,2018,8.6,356,10,2026-07-06,60,Rented,67,17.42113,78.50956,Inside,Medium
EQX1245,Excavator,CASE,336,2017,9.2,282,12,2026-06-19,45,Rented,61,12.949283,77.606546,Outside,Low
EQX1246,Wheel Loader,CAT,980,2018,8.4,274,11,2026-07-10,30,Available,63,9.918764,78.142058,Inside,High
EQX1247,Forklift,CAT,FD25,2022,5.0,115,8,2026-07-23,45,Idle,76,17.372814,78.52745,Inside,Low
EQX1248,Bulldozer,CASE,D8,2022,4.4,436,10,2026-07-20,30,Available,86,9.909818,78.10829,Inside,High
EQX1249,Backhoe Loader,CAT,B95,2021,5.5,136,10,2026-07-10,45,Rented,82,12.951888,77.555498,Inside,Medium
EQX1250,Excavator,Volvo,320D,2020,6.1,416,12,2026-06-14,30,Available,79,11.036981,76.970788,Inside,High
EQX1251,Motor Grader,JCB,120K,2019,7.8,224,10,2026-06-24,45,Available,73,17.356829,78.501144,Inside,High
EQX1252,Backhoe Loader,CASE,4DX,2019,7.9,148,10,2026-06-03,30,Rented,64,12.949748,77.606329,Inside,High
EQX1253,Motor Grader,CASE,140K,2025,1.9,196,10,2026-06-17,45,Rented,91,12.930041,77.622914,Inside,Medium
EQX1254,Backhoe Loader,Volvo,B95,2022,4.9,168,10,2026-06-30,60,Idle,78,13.011954,77.626504,Inside,Medium
EQX1255,Forklift,Volvo,DP30,2022,4.1,104,8,2026-06-06,60,Available,85,9.933136,78.144009,Inside,High
EQX1256,Forklift,CASE,FD25,2021,5.9,97,8,2026-07-13,45,Rented,75,9.938501,78.126796,Inside,High
EQX1257,Motor Grader,JCB,160K,2017,9.3,287,10,2026-06-29,60,Rented,57,9.906049,78.097078,Inside,Medium
EQX1258,Backhoe Loader,Komatsu,B95,2017,9.7,128,10,2026-06-20,45,Available,66,9.884418,78.09709,Inside,Medium
EQX1259,Wheel Loader,Hitachi,966GC,2023,3.9,357,11,2026-06-29,30,Available,84,13.061087,80.286274,Outside,Medium
EQX1260,Bulldozer,CASE,D6,2017,9.6,350,10,2026-06-28,30,Rented,61,9.916142,78.093018,Outside,Low
EQX1261,Motor Grader,CASE,160K,2021,5.4,188,10,2026-07-11,60,Maintenance,75,10.979755,76.921576,Inside,Medium
EQX1262,Excavator,CAT,320D,2018,8.5,414,12,2026-07-07,30,Rented,66,12.972267,77.567194,Inside,High
EQX1263,Backhoe Loader,CASE,4DX,2022,4.5,135,10,2026-07-05,45,Maintenance,81,13.082319,80.260792,Outside,Medium
EQX1264,Wheel Loader,Komatsu,980,2017,9.2,322,11,2026-07-04,30,Available,64,12.925324,77.604557,Inside,Low
EQX1265,Wheel Loader,Hitachi,966GC,2022,4.6,248,11,2026-06-30,60,Rented,77,12.978399,77.615937,Inside,Medium
EQX1266,Bulldozer,Komatsu,D6,2022,4.3,558,10,2026-06-07,60,Maintenance,81,11.044183,76.991804,Inside,High
EQX1267,Bulldozer,CAT,D6,2025,1.9,451,10,2026-06-13,45,Rented,90,11.000138,76.937863,Inside,High
EQX1268,Wheel Loader,Komatsu,950GC,2023,3.5,370,11,2026-06-16,60,Available,83,13.033983,80.241641,Inside,Medium
EQX1269,Forklift,Hitachi,DP30,2022,4.8,95,8,2026-06-17,60,Available,77,13.059178,80.319612,Inside,High
EQX1270,Backhoe Loader,Komatsu,B95,2018,8.3,133,10,2026-07-05,30,Rented,64,9.96022,78.100745,Inside,Low
EQX1271,Forklift,JCB,FD25,2017,9.6,111,8,2026-06-28,60,Rented,60,9.885142,78.099949,Inside,Medium
EQX1272,Bulldozer,CASE,D8,2016,10.5,387,10,2026-06-24,45,Available,62,17.352484,78.529776,Inside,High
EQX1273,Backhoe Loader,CASE,4DX,2020,7.0,128,10,2026-07-18,30,Rented,72,17.3914,78.528654,Inside,Low
EQX1274,Bulldozer,CASE,D6,2025,1.8,374,10,2026-06-09,30,Rented,87,12.971092,77.644361,Inside,Low
EQX1275,Backhoe Loader,Volvo,3DX,2025,1.2,145,10,2026-06-11,60,Rented,93,13.068691,80.313159,Inside,Medium
EQX1276,Excavator,Komatsu,320D,2018,8.3,341,12,2026-07-25,45,Available,65,11.008994,76.990165,Inside,High
EQX1277,Forklift,JCB,DP30,2025,1.0,89,8,2026-06-03,45,Rented,91,12.938629,77.585896,Inside,High
EQX1278,Wheel Loader,Hitachi,950GC,2017,9.5,235,11,2026-05-31,30,Available,57,13.01641,77.546759,Inside,Medium
EQX1279,Excavator,Komatsu,336,2020,6.5,332,12,2026-07-04,30,Rented,79,13.006328,77.606203,Inside,High
EQX1280,Backhoe Loader,JCB,B95,2024,2.5,125,10,2026-06-13,45,Rented,92,12.932437,77.569485,Inside,Low
EQX1281,Forklift,Volvo,DP50,2023,3.8,76,8,2026-06-01,60,Rented,88,9.925309,78.089937,Inside,Low
EQX1282,Backhoe Loader,Hitachi,4DX,2023,3.8,149,10,2026-06-09,30,Available,82,13.110662,80.2679,Inside,Low
EQX1283,Motor Grader,Hitachi,140K,2017,9.4,199,10,2026-06-01,30,Available,59,9.953867,78.144266,Inside,High
EQX1284,Backhoe Loader,Volvo,B95,2019,7.5,178,10,2026-06-25,45,Idle,68,12.983104,77.610881,Inside,Medium
EQX1285,Bulldozer,CASE,D9,2021,5.6,554,10,2026-07-05,30,Available,72,13.016034,77.559275,Inside,Medium
EQX1286,Backhoe Loader,CASE,4DX,2023,3.6,155,10,2026-07-05,45,Available,89,17.393403,78.495716,Inside,High
EQX1287,Forklift,CASE,FD25,2023,3.6,79,8,2026-06-09,45,Available,84,12.936788,77.557158,Inside,High
EQX1288,Motor Grader,CAT,160K,2024,2.7,217,10,2026-07-16,30,Rented,89,11.043152,76.996233,Inside,High
EQX1289,Motor Grader,Volvo,140K,2024,2.6,228,10,2026-06-19,30,Idle,89,17.406827,78.469858,Inside,Medium
EQX1290,Wheel Loader,Volvo,980,2023,3.3,294,11,2026-07-16,60,Rented,85,17.353813,78.47031,Inside,Medium
EQX1291,Excavator,JCB,320D,2022,4.1,390,12,2026-07-26,60,Available,87,13.072973,80.30804,Inside,Medium
EQX1292,Forklift,JCB,DP30,2017,9.6,73,8,2026-06-29,45,Idle,64,17.408482,78.464445,Inside,High
EQX1293,Backhoe Loader,CASE,B95,2024,2.0,165,10,2026-06-13,30,Available,93,11.026675,76.915634,Inside,Medium
EQX1294,Wheel Loader,Hitachi,950GC,2019,7.7,260,11,2026-06-22,30,Rented,69,17.376564,78.513016,Inside,Medium
EQX1295,Forklift,CAT,DP50,2019,7.2,97,8,2026-06-19,60,Rented,71,17.359849,78.44987,Inside,Low
EQX1296,Bulldozer,Komatsu,D9,2022,4.5,363,10,2026-06-18,30,Idle,86,13.127951,80.262487,Inside,High
EQX1297,Forklift,Hitachi,FD25,2022,4.2,113,8,2026-07-22,45,Rented,83,13.120158,80.316091,Inside,Medium
EQX1298,Wheel Loader,JCB,980,2022,4.8,371,11,2026-06-01,60,Idle,78,17.398108,78.499038,Inside,Medium
EQX1299,Motor Grader,Volvo,160K,2021,5.7,196,10,2026-07-22,30,Available,80,12.96324,77.597927,Outside,Medium
EQX1300,Motor Grader,CAT,160K,2025,1.3,192,10,2026-07-02,60,Rented,93,13.049012,80.267241,Inside,High
