rental_id,equipment_id,customer_id,site_id,site_name,site_city,check_in_date,expected_return_date,actual_return_date,rental_days,rental_rate_per_day,total_rental_cost,deposit_amount,payment_status,operator_id,contract_status,overdue_days
RNT100931,EQX1125,CUST1108,SITE104,Mining Site,Trichy,2025-01-09,2025-01-15,2025-01-15,6,25000,150000,50000,Paid,OP1050,Completed,0
RNT100932,EQX1213,CUST1091,SITE117,Bridge Construction,Madurai,2025-04-14,2025-05-02,2025-05-11,18,12000,324000,24000,Partial,OP1152,Overdue,9
RNT100933,EQX1223,CUST1018,SITE127,Bridge Construction,Salem,2025-06-30,2025-07-24,2025-07-24,24,30000,720000,60000,Paid,OP1160,Completed,0
RNT100934,EQX1206,CUST1022,SITE111,Industrial Park,Trichy,2025-02-06,2025-02-11,2025-02-11,5,22000,110000,44000,Paid,OP1113,Completed,0
RNT100935,EQX1257,CUST1109,SITE123,Bridge Construction,Salem,2025-03-16,2025-03-20,2025-03-20,4,24000,96000,48000,Paid,OP1095,Completed,0
RNT100936,EQX1217,CUST1112,SITE126,Solar Power Plant,Mysore,2025-01-30,2025-02-28,2025-02-28,29,18000,522000,36000,Partial,OP1115,Completed,0
RNT100937,EQX1087,CUST1080,SITE127,Harbor Expansion,Bangalore,2025-01-10,2025-01-23,2025-01-23,13,25000,325000,50000,Paid,OP1085,Completed,0
RNT100938,EQX1186,CUST1120,SITE108,Smart City Zone,Hyderabad,2025-02-03,2025-02-24,2025-02-24,21,25000,525000,50000,Partial,OP1131,Completed,0
RNT100939,EQX1147,CUST1016,SITE102,Residential Township,Coimbatore,2025-05-31,2025-06-20,2025-06-20,20,22000,440000,44000,Paid,OP1191,Completed,0
RNT100940,EQX1048,CUST1074,SITE105,IT Park,Bangalore,2025-01-09,2025-01-18,2025-01-18,9,30000,270000,60000,Paid,OP1107,Completed,0
RNT100941,EQX1099,CUST1120,SITE113,Mining Site,Bangalore,2025-06-11,2025-06-27,2025-06-27,16,22000,352000,44000,Paid,OP1033,Completed,0
RNT100942,EQX1287,CUST1120,SITE121,IT Park,Chennai,2025-04-07,2025-04-14,2025-04-14,7,12000,84000,24000,Partial,OP1148,Completed,0
RNT100943,EQX1168,CUST1089,SITE111,Mining Site,Coimbatore,2025-02-24,2025-02-28,2025-02-28,4,25000,100000,50000,Paid,OP1046,Completed,0
RNT100944,EQX1155,CUST1076,SITE119,Bridge Construction,Coimbatore,2025-04-14,2025-05-05,2025-05-06,21,18000,396000,36000,Paid,OP1021,Overdue,1
RNT100945,EQX1230,CUST1012,SITE111,Harbor Expansion,Coimbatore,2025-01-29,2025-02-06,2025-02-06,8,18000,144000,36000,Paid,OP1015,Completed,0
RNT100946,EQX1196,CUST1090,SITE111,IT Park,Bangalore,2025-01-03,2025-01-19,2025-01-27,16,22000,528000,44000,Paid,OP1016,Overdue,8
RNT100947,EQX1207,CUST1005,SITE112,Solar Power Plant,Salem,2025-03-12,2025-03-20,2025-03-20,8,30000,240000,60000,Pending,OP1104,Completed,0
RNT100948,EQX1179,CUST1095,SITE127,IT Park,Salem,2025-01-14,2025-02-07,2025-02-07,24,25000,600000,50000,Pending,OP1048,Completed,0
RNT100949,EQX1283,CUST1084,SITE107,Metro Rail Project,Salem,2025-05-01,2025-05-17,2025-05-17,16,24000,384000,48000,Paid,OP1173,Completed,0
RNT100950,EQX1163,CUST1032,SITE101,River Embankment,Bangalore,2025-01-12,2025-02-01,2025-02-01,20,25000,500000,50000,Paid,OP1134,Completed,0
RNT100951,EQX1163,CUST1096,SITE110,Smart City Zone,Trichy,2025-04-09,2025-04-15,2025-04-15,6,25000,150000,50000,Paid,OP1057,Completed,0
RNT100952,EQX1155,CUST1019,SITE110,Solar Power Plant,Madurai,2025-04-06,2025-05-03,2025-05-03,27,18000,486000,36000,Paid,OP1155,Completed,0
RNT100953,EQX1068,CUST1013,SITE105,River Embankment,Coimbatore,2025-01-30,2025-02-20,2025-02-26,21,18000,486000,36000,Paid,OP1086,Overdue,6
RNT100954,EQX1201,CUST1069,SITE119,Residential Township,Hyderabad,2025-04-27,2025-05-10,2025-05-10,13,18000,234000,36000,Partial,OP1170,Completed,0
RNT100955,EQX1254,CUST1006,SITE130,Smart City Zone,Bangalore,2025-03-29,2025-04-28,2025-04-28,30,18000,540000,36000,Paid,OP1007,Completed,0
RNT100956,EQX1087,CUST1092,SITE111,Smart City Zone,Trichy,2025-02-05,2025-02-17,2025-02-27,12,25000,550000,50000,Paid,OP1112,Overdue,10
RNT100957,EQX1271,CUST1109,SITE102,Solar Power Plant,Madurai,2025-06-20,2025-07-05,2025-07-05,15,12000,180000,24000,Paid,OP1010,Completed,0
RNT100958,EQX1217,CUST1089,SITE118,Mining Site,Coimbatore,2025-01-28,2025-01-30,2025-01-30,2,18000,36000,36000,Paid,OP1179,Completed,0
RNT100959,EQX1140,CUST1045,SITE130,Solar Power Plant,Mysore,2025-02-25,2025-03-22,2025-03-22,25,12000,300000,24000,Paid,OP1197,Completed,0
RNT100960,EQX1143,CUST1080,SITE117,Harbor Expansion,Trichy,2025-01-22,2025-02-10,2025-02-10,19,12000,228000,24000,Pending,OP1190,Completed,0
RNT100961,EQX1128,CUST1018,SITE121,Harbor Expansion,Coimbatore,2025-03-09,2025-03-20,2025-03-20,11,30000,330000,60000,Paid,OP1030,Completed,0
RNT100962,EQX1180,CUST1102,SITE109,Bridge Construction,Mysore,2025-03-29,2025-04-23,2025-04-23,25,18000,450000,36000,Paid,OP1100,Completed,0
RNT100963,EQX1112,CUST1008,SITE109,Bridge Construction,Bangalore,2025-01-25,2025-02-09,2025-02-15,15,30000,630000,60000,Paid,OP1008,Overdue,6
RNT100964,EQX1110,CUST1054,SITE112,Harbor Expansion,Bangalore,2025-03-12,2025-03-28,2025-03-28,16,12000,192000,24000,Paid,OP1170,Completed,0
RNT100965,EQX1111,CUST1057,SITE124,River Embankment,Mysore,2025-02-22,2025-02-28,2025-02-28,6,22000,132000,44000,Paid,OP1041,Completed,0
RNT100966,EQX1220,CUST1119,SITE116,Highway Expansion,Salem,2025-04-17,2025-04-23,2025-04-23,6,30000,180000,60000,Paid,OP1122,Completed,0
RNT100967,EQX1187,CUST1029,SITE124,Industrial Park,Hyderabad,2025-04-14,2025-04-25,2025-04-25,11,30000,330000,60000,Paid,OP1052,Completed,0
RNT100968,EQX1080,CUST1088,SITE127,Highway Expansion,Trichy,2025-05-08,2025-06-01,2025-06-01,24,24000,576000,48000,Paid,OP1171,Completed,0
RNT100969,EQX1209,CUST1008,SITE119,Bridge Construction,Madurai,2025-06-02,2025-06-16,2025-06-16,14,18000,252000,36000,Pending,OP1029,Completed,0
RNT100970,EQX1176,CUST1017,SITE111,Smart City Zone,Mysore,2025-05-13,2025-05-25,2025-05-25,12,30000,360000,60000,Pending,OP1158,Completed,0
RNT100971,EQX1081,CUST1115,SITE127,Harbor Expansion,Trichy,2025-01-02,2025-01-27,2025-01-27,25,22000,550000,44000,Pending,OP1099,Completed,0
RNT100972,EQX1126,CUST1013,SITE126,IT Park,Trichy,2025-01-05,2025-02-04,2025-02-04,30,18000,540000,36000,Pending,OP1019,Completed,0
RNT100973,EQX1077,CUST1072,SITE124,River Embankment,Coimbatore,2025-03-19,2025-04-04,2025-04-12,16,18000,432000,36000,Paid,OP1012,Overdue,8
RNT100974,EQX1003,CUST1074,SITE130,Industrial Park,Coimbatore,2025-06-20,2025-07-14,2025-07-19,24,25000,725000,50000,Partial,OP1030,Overdue,5
RNT100975,EQX1149,CUST1095,SITE128,Smart City Zone,Salem,2025-05-19,2025-05-23,2025-05-23,4,24000,96000,48000,Paid,OP1106,Completed,0
RNT100976,EQX1179,CUST1099,SITE104,Solar Power Plant,Coimbatore,2025-03-05,2025-03-10,2025-03-10,5,25000,125000,50000,Paid,OP1135,Completed,0
RNT100977,EQX1022,CUST1118,SITE114,Residential Township,Hyderabad,2025-04-02,2025-05-01,2025-05-01,29,24000,696000,48000,Pending,OP1086,Completed,0
RNT100978,EQX1288,CUST1054,SITE110,Residential Township,Mysore,2025-04-07,2025-04-11,2025-04-11,4,24000,96000,48000,Partial,OP1078,Completed,0
RNT100979,EQX1188,CUST1035,SITE109,Bridge Construction,Chennai,2025-06-30,2025-07-05,2025-07-07,5,30000,210000,60000,Paid,OP1200,Overdue,2
RNT100980,EQX1012,CUST1068,SITE127,Mining Site,Salem,2025-03-03,2025-03-13,2025-03-13,10,30000,300000,60000,Paid,OP1192,Completed,0
RNT100981,EQX1009,CUST1058,SITE126,Harbor Expansion,Chennai,2025-01-09,2025-01-20,2025-01-20,11,12000,132000,24000,Paid,OP1032,Completed,0
RNT100982,EQX1211,CUST1020,SITE120,Smart City Zone,Madurai,2025-05-13,2025-05-22,2025-05-31,9,24000,432000,48000,Paid,OP1069,Overdue,9
RNT100983,EQX1099,CUST1029,SITE130,Industrial Park,Madurai,2025-04-23,2025-04-28,2025-04-28,5,22000,110000,44000,Paid,OP1095,Completed,0
RNT100984,EQX1289,CUST1062,SITE106,Industrial Park,Trichy,2025-06-18,2025-07-11,2025-07-11,23,24000,552000,48000,Paid,OP1001,Completed,0
RNT100985,EQX1096,CUST1119,SITE126,Metro Rail Project,Bangalore,2025-06-08,2025-06-24,2025-06-24,16,25000,400000,50000,Paid,OP1180,Completed,0
RNT100986,EQX1268,CUST1078,SITE121,Highway Expansion,Bangalore,2025-04-06,2025-04-11,2025-04-11,5,22000,110000,44000,Partial,OP1199,Completed,0
RNT100987,EQX1054,CUST1036,SITE101,Bridge Construction,Chennai,2025-05-25,2025-06-09,2025-06-09,15,12000,180000,24000,Paid,OP1101,Completed,0
RNT100988,EQX1155,CUST1052,SITE114,Harbor Expansion,Mysore,2025-04-14,2025-04-23,2025-04-24,9,18000,180000,36000,Paid,OP1169,Overdue,1
RNT100989,EQX1057,CUST1098,SITE119,Mining Site,Trichy,2025-06-15,2025-06-21,2025-06-22,6,22000,154000,44000,Paid,OP1105,Overdue,1
RNT100990,EQX1097,CUST1021,SITE118,Smart City Zone,Bangalore,2025-03-07,2025-03-25,2025-03-25,18,22000,396000,44000,Paid,OP1098,Completed,0
RNT100991,EQX1168,CUST1114,SITE111,Highway Expansion,Chennai,2025-06-15,2025-06-22,2025-06-22,7,25000,175000,50000,Paid,OP1145,Completed,0
RNT100992,EQX1169,CUST1110,SITE110,Airport Extension,Madurai,2025-06-18,2025-07-11,2025-07-11,23,12000,276000,24000,Paid,OP1125,Completed,0
RNT100993,EQX1262,CUST1065,SITE128,Metro Rail Project,Coimbatore,2025-04-24,2025-05-01,2025-05-01,7,25000,175000,50000,Paid,OP1157,Completed,0
RNT100994,EQX1080,CUST1090,SITE111,Highway Expansion,Madurai,2025-03-09,2025-03-13,2025-03-13,4,24000,96000,48000,Paid,OP1102,Completed,0
RNT100995,EQX1043,CUST1015,SITE123,Bridge Construction,Bangalore,2025-06-04,2025-06-21,2025-06-21,17,22000,374000,44000,Partial,OP1066,Completed,0
RNT100996,EQX1038,CUST1020,SITE118,Highway Expansion,Salem,2025-05-16,2025-06-11,2025-06-11,26,18000,468000,36000,Paid,OP1191,Completed,0
RNT100997,EQX1207,CUST1112,SITE114,IT Park,Coimbatore,2025-06-25,2025-06-27,2025-06-27,2,30000,60000,60000,Paid,OP1095,Completed,0
RNT100998,EQX1293,CUST1104,SITE106,Harbor Expansion,Chennai,2025-04-06,2025-04-29,2025-04-29,23,18000,414000,36000,Paid,OP1075,Completed,0
RNT100999,EQX1298,CUST1112,SITE107,Residential Township,Chennai,2025-06-03,2025-06-26,2025-06-26,23,22000,506000,44000,Paid,OP1127,Completed,0
RNT101000,EQX1066,CUST1059,SITE119,IT Park,Salem,2025-03-01,2025-03-12,2025-03-12,11,30000,330000,60000,Paid,OP1036,Completed,0
RNT101001,EQX1223,CUST1054,SITE127,Bridge Construction,Madurai,2025-05-23,2025-06-04,2025-06-04,12,30000,360000,60000,Paid,OP1128,Completed,0
RNT101002,EQX1262,CUST1060,SITE111,Harbor Expansion,Mysore,2025-06-09,2025-06-24,2025-07-04,15,25000,625000,50000,Paid,OP1153,Overdue,10
RNT101003,EQX1040,CUST1035,SITE130,Smart City Zone,Bangalore,2025-05-25,2025-06-05,2025-06-05,11,12000,132000,24000,Paid,OP1060,Completed,0
RNT101004,EQX1233,CUST1032,SITE111,IT Park,Trichy,2025-03-18,2025-03-27,2025-03-27,9,30000,270000,60000,Paid,OP1155,Completed,0
RNT101005,EQX1170,CUST1034,SITE130,Metro Rail Project,Chennai,2025-02-21,2025-03-10,2025-03-10,17,24000,408000,48000,Paid,OP1185,Completed,0
RNT101006,EQX1150,CUST1014,SITE110,Bridge Construction,Bangalore,2025-05-06,2025-05-20,2025-05-20,14,18000,252000,36000,Partial,OP1090,Completed,0
RNT101007,EQX1228,CUST1027,SITE129,Highway Expansion,Chennai,2025-02-04,2025-03-01,2025-03-08,25,24000,768000,48000,Paid,OP1196,Overdue,7
RNT101008,EQX1130,CUST1081,SITE102,IT Park,Hyderabad,2025-04-03,2025-04-11,2025-04-11,8,25000,200000,50000,Pending,OP1157,Completed,0
RNT101009,EQX1218,CUST1117,SITE117,Bridge Construction,Madurai,2025-01-02,2025-01-20,2025-01-20,18,12000,216000,24000,Partial,OP1089,Completed,0
RNT101010,EQX1207,CUST1110,SITE111,Solar Power Plant,Salem,2025-02-12,2025-03-12,2025-03-12,28,30000,840000,60000,Paid,OP1124,Completed,0
RNT101011,EQX1089,CUST1085,SITE124,Mining Site,Salem,2025-01-12,2025-01-14,2025-01-14,2,18000,36000,36000,Paid,OP1100,Completed,0
RNT101012,EQX1016,CUST1103,SITE126,Solar Power Plant,Hyderabad,2025-04-15,2025-05-11,2025-05-11,26,24000,624000,48000,Paid,OP1150,Completed,0
RNT101013,EQX1064,CUST1042,SITE114,Mining Site,Bangalore,2025-06-27,2025-07-08,2025-07-12,11,18000,270000,36000,Partial,OP1169,Overdue,4
RNT101014,EQX1008,CUST1095,SITE102,River Embankment,Madurai,2025-01-08,2025-02-07,2025-02-07,30,30000,900000,60000,Pending,OP1095,Completed,0
RNT101015,EQX1275,CUST1043,SITE129,Residential Township,Coimbatore,2025-03-31,2025-04-18,2025-04-21,18,18000,378000,36000,Paid,OP1062,Overdue,3
RNT101016,EQX1127,CUST1049,SITE110,Harbor Expansion,Coimbatore,2025-05-22,2025-06-13,2025-06-13,22,24000,528000,48000,Paid,OP1112,Completed,0
RNT101017,EQX1225,CUST1077,SITE123,Mining Site,Bangalore,2025-05-31,2025-06-06,2025-06-06,6,22000,132000,44000,Paid,OP1196,Completed,0
RNT101018,EQX1238,CUST1066,SITE114,River Embankment,Bangalore,2025-05-08,2025-05-12,2025-05-12,4,12000,48000,24000,Paid,OP1077,Completed,0
RNT101019,EQX1171,CUST1020,SITE103,Metro Rail Project,Hyderabad,2025-02-06,2025-02-24,2025-03-01,18,22000,506000,44000,Paid,OP1149,Overdue,5
RNT101020,EQX1136,CUST1111,SITE101,Airport Extension,Madurai,2025-05-05,2025-05-28,2025-05-28,23,24000,552000,48000,Pending,OP1096,Completed,0
RNT101021,EQX1261,CUST1003,SITE111,Highway Expansion,Coimbatore,2025-05-28,2025-06-23,2025-06-23,26,24000,624000,48000,Paid,OP1164,Completed,0
RNT101022,EQX1278,CUST1037,SITE114,Residential Township,Salem,2025-05-05,2025-05-30,2025-05-30,25,22000,550000,44000,Paid,OP1018,Completed,0
RNT101023,EQX1052,CUST1046,SITE119,Residential Township,Trichy,2025-02-20,2025-03-16,2025-03-16,24,24000,576000,48000,Paid,OP1073,Completed,0
RNT101024,EQX1182,CUST1113,SITE126,Solar Power Plant,Hyderabad,2025-01-19,2025-02-04,2025-02-04,16,22000,352000,44000,Pending,OP1041,Completed,0
RNT101025,EQX1155,CUST1058,SITE107,IT Park,Madurai,2025-03-09,2025-03-31,2025-03-31,22,18000,396000,36000,Paid,OP1046,Completed,0
RNT101026,EQX1283,CUST1081,SITE126,Metro Rail Project,Salem,2025-04-14,2025-05-08,2025-05-08,24,24000,576000,48000,Paid,OP1164,Completed,0
RNT101027,EQX1244,CUST1098,SITE129,Solar Power Plant,Trichy,2025-02-08,2025-02-23,2025-02-23,15,30000,450000,60000,Paid,OP1115,Completed,0
RNT101028,EQX1109,CUST1006,SITE112,Highway Expansion,Coimbatore,2025-03-05,2025-03-08,2025-03-08,3,24000,72000,48000,Paid,OP1106,Completed,0
RNT101029,EQX1274,CUST1112,SITE125,Smart City Zone,Hyderabad,2025-05-13,2025-05-28,2025-06-01,15,30000,570000,60000,Paid,OP1146,Overdue,4
RNT101030,EQX1197,CUST1005,SITE109,Metro Rail Project,Madurai,2025-05-16,2025-06-06,2025-06-06,21,25000,525000,50000,Paid,OP1128,Completed,0
RNT101031,EQX1118,CUST1067,SITE107,Harbor Expansion,Hyderabad,2025-06-10,2025-06-29,2025-07-02,19,12000,264000,24000,Pending,OP1045,Overdue,3
RNT101032,EQX1172,CUST1061,SITE130,Airport Extension,Chennai,2025-01-19,2025-01-27,2025-01-27,8,30000,240000,60000,Paid,OP1049,Completed,0
RNT101033,EQX1181,CUST1008,SITE128,Metro Rail Project,Madurai,2025-04-06,2025-04-09,2025-04-09,3,22000,66000,44000,Paid,OP1097,Completed,0
RNT101034,EQX1175,CUST1112,SITE101,Mining Site,Salem,2025-02-08,2025-02-10,2025-02-10,2,25000,50000,50000,Paid,OP1116,Completed,0
RNT101035,EQX1092,CUST1025,SITE106,Highway Expansion,Madurai,2025-01-04,2025-01-13,2025-01-13,9,24000,216000,48000,Paid,OP1156,Completed,0
RNT101036,EQX1286,CUST1011,SITE129,IT Park,Coimbatore,2025-04-09,2025-04-23,2025-04-24,14,18000,270000,36000,Pending,OP1118,Overdue,1
RNT101037,EQX1141,CUST1008,SITE123,Industrial Park,Coimbatore,2025-03-02,2025-03-24,2025-03-24,22,12000,264000,24000,Paid,OP1133,Completed,0
RNT101038,EQX1041,CUST1007,SITE120,River Embankment,Chennai,2025-03-11,2025-04-03,2025-04-03,23,24000,552000,48000,Paid,OP1013,Completed,0
RNT101039,EQX1098,CUST1078,SITE115,Airport Extension,Madurai,2025-03-15,2025-03-29,2025-04-04,14,30000,600000,60000,Paid,OP1013,Overdue,6
RNT101040,EQX1144,CUST1075,SITE108,River Embankment,Chennai,2025-02-27,2025-03-01,2025-03-01,2,18000,36000,36000,Paid,OP1047,Completed,0
RNT101041,EQX1067,CUST1018,SITE130,Solar Power Plant,Trichy,2025-02-19,2025-03-05,2025-03-05,14,24000,336000,48000,Paid,OP1012,Completed,0
RNT101042,EQX1038,CUST1025,SITE107,IT Park,Chennai,2025-03-26,2025-04-11,2025-04-11,16,18000,288000,36000,Paid,OP1147,Completed,0
RNT101043,EQX1268,CUST1038,SITE124,Airport Extension,Bangalore,2025-03-25,2025-04-06,2025-04-06,12,22000,264000,44000,Pending,OP1116,Completed,0
RNT101044,EQX1101,CUST1044,SITE103,Bridge Construction,Chennai,2025-02-09,2025-03-07,2025-03-13,26,24000,768000,48000,Paid,OP1036,Overdue,6
RNT101045,EQX1174,CUST1010,SITE127,Airport Extension,Hyderabad,2025-06-11,2025-07-10,2025-07-10,29,25000,725000,50000,Partial,OP1075,Completed,0
RNT101046,EQX1249,CUST1013,SITE111,Solar Power Plant,Coimbatore,2025-04-13,2025-04-30,2025-05-01,17,18000,324000,36000,Paid,OP1108,Overdue,1
RNT101047,EQX1266,CUST1006,SITE108,Residential Township,Madurai,2025-06-06,2025-07-03,2025-07-03,27,30000,810000,60000,Partial,OP1038,Completed,0
RNT101048,EQX1009,CUST1104,SITE104,Highway Expansion,Bangalore,2025-02-17,2025-02-21,2025-02-21,4,12000,48000,24000,Paid,OP1182,Completed,0
RNT101049,EQX1079,CUST1105,SITE116,Mining Site,Chennai,2025-04-05,2025-04-08,2025-04-08,3,12000,36000,24000,Paid,OP1112,Completed,0
RNT101050,EQX1236,CUST1099,SITE112,Solar Power Plant,Madurai,2025-02-18,2025-02-26,2025-02-26,8,18000,144000,36000,Partial,OP1022,Completed,0
RNT101051,EQX1225,CUST1011,SITE114,Airport Extension,Mysore,2025-06-30,2025-07-09,2025-07-09,9,22000,198000,44000,Paid,OP1102,Completed,0
RNT101052,EQX1271,CUST1113,SITE114,Highway Expansion,Salem,2025-01-31,2025-02-22,2025-02-22,22,12000,264000,24000,Paid,OP1033,Completed,0
RNT101053,EQX1154,CUST1097,SITE113,Residential Township,Salem,2025-01-31,2025-02-27,2025-02-27,27,12000,324000,24000,Paid,OP1155,Completed,0
RNT101054,EQX1283,CUST1090,SITE123,Mining Site,Hyderabad,2025-03-22,2025-03-28,2025-03-28,6,24000,144000,48000,Paid,OP1168,Completed,0
RNT101055,EQX1266,CUST1031,SITE103,Mining Site,Bangalore,2025-02-22,2025-03-24,2025-03-24,30,30000,900000,60000,Paid,OP1041,Completed,0
RNT101056,EQX1241,CUST1021,SITE116,IT Park,Bangalore,2025-04-05,2025-04-19,2025-04-25,14,12000,240000,24000,Paid,OP1102,Overdue,6
RNT101057,EQX1179,CUST1061,SITE122,Solar Power Plant,Chennai,2025-05-30,2025-06-21,2025-06-21,22,25000,550000,50000,Paid,OP1007,Completed,0
RNT101058,EQX1029,CUST1106,SITE119,Mining Site,Bangalore,2025-04-23,2025-05-14,2025-05-14,21,12000,252000,24000,Paid,OP1191,Completed,0
RNT101059,EQX1147,CUST1078,SITE115,Airport Extension,Salem,2025-05-02,2025-05-25,2025-05-30,23,22000,616000,44000,Paid,OP1130,Overdue,5
RNT101060,EQX1029,CUST1002,SITE106,Residential Township,Trichy,2025-04-24,2025-05-18,2025-05-18,24,12000,288000,24000,Paid,OP1132,Completed,0
RNT101061,EQX1257,CUST1061,SITE116,Metro Rail Project,Hyderabad,2025-03-06,2025-04-03,2025-04-03,28,24000,672000,48000,Paid,OP1139,Completed,0
RNT101062,EQX1072,CUST1012,SITE129,River Embankment,Salem,2025-04-23,2025-04-30,2025-04-30,7,18000,126000,36000,Pending,OP1179,Completed,0
RNT101063,EQX1188,CUST1046,SITE127,Bridge Construction,Mysore,2025-05-30,2025-06-18,2025-06-20,19,30000,630000,60000,Pending,OP1084,Overdue,2
RNT101064,EQX1128,CUST1098,SITE117,Bridge Construction,Chennai,2025-02-09,2025-02-22,2025-02-22,13,30000,390000,60000,Paid,OP1168,Completed,0
RNT101065,EQX1064,CUST1003,SITE123,Industrial Park,Chennai,2025-05-12,2025-05-24,2025-06-03,12,18000,396000,36000,Paid,OP1176,Overdue,10
RNT101066,EQX1282,CUST1069,SITE119,Metro Rail Project,Salem,2025-04-29,2025-05-18,2025-05-18,19,18000,342000,36000,Paid,OP1138,Completed,0
RNT101067,EQX1242,CUST1105,SITE130,Metro Rail Project,Bangalore,2025-01-26,2025-02-25,2025-03-03,30,25000,900000,50000,Paid,OP1140,Overdue,6
RNT101068,EQX1023,CUST1078,SITE112,Mining Site,Coimbatore,2025-01-18,2025-02-15,2025-02-15,28,24000,672000,48000,Paid,OP1103,Completed,0
RNT101069,EQX1040,CUST1061,SITE115,Solar Power Plant,Mysore,2025-02-20,2025-03-21,2025-03-21,29,12000,348000,24000,Paid,OP1080,Completed,0
RNT101070,EQX1281,CUST1011,SITE104,Metro Rail Project,Salem,2025-01-20,2025-02-03,2025-02-10,14,12000,252000,24000,Paid,OP1066,Overdue,7
RNT101071,EQX1209,CUST1104,SITE110,Mining Site,Trichy,2025-03-26,2025-04-11,2025-04-11,16,18000,288000,36000,Paid,OP1068,Completed,0
RNT101072,EQX1073,CUST1060,SITE108,Mining Site,Coimbatore,2025-06-09,2025-07-06,2025-07-06,27,22000,594000,44000,Pending,OP1138,Completed,0
RNT101073,EQX1259,CUST1032,SITE123,Airport Extension,Salem,2025-04-13,2025-04-22,2025-04-22,9,22000,198000,44000,Partial,OP1146,Completed,0
RNT101074,EQX1026,CUST1009,SITE119,Smart City Zone,Trichy,2025-06-25,2025-07-03,2025-07-03,8,25000,200000,50000,Paid,OP1145,Completed,0
RNT101075,EQX1268,CUST1014,SITE114,Airport Extension,Bangalore,2025-04-20,2025-05-05,2025-05-05,15,22000,330000,44000,Paid,OP1081,Completed,0
RNT101076,EQX1141,CUST1026,SITE126,Harbor Expansion,Salem,2025-01-11,2025-01-27,2025-01-27,16,12000,192000,24000,Paid,OP1199,Completed,0
RNT101077,EQX1111,CUST1011,SITE124,Metro Rail Project,Madurai,2025-02-19,2025-03-15,2025-03-15,24,22000,528000,44000,Paid,OP1198,Completed,0
RNT101078,EQX1232,CUST1057,SITE114,Metro Rail Project,Chennai,2025-02-05,2025-03-04,2025-03-04,27,18000,486000,36000,Paid,OP1150,Completed,0
RNT101079,EQX1008,CUST1066,SITE116,Metro Rail Project,Hyderabad,2025-05-14,2025-06-07,2025-06-07,24,30000,720000,60000,Pending,OP1126,Completed,0
RNT101080,EQX1283,CUST1103,SITE126,Airport Extension,Hyderabad,2025-02-01,2025-03-02,2025-03-02,29,24000,696000,48000,Paid,OP1160,Completed,0
RNT101081,EQX1026,CUST1068,SITE116,Metro Rail Project,Trichy,2025-05-23,2025-06-19,2025-06-19,27,25000,675000,50000,Partial,OP1031,Completed,0
RNT101082,EQX1222,CUST1108,SITE129,Bridge Construction,Coimbatore,2025-02-25,2025-03-02,2025-03-02,5,22000,110000,44000,Paid,OP1200,Completed,0
RNT101083,EQX1116,CUST1027,SITE124,Smart City Zone,Bangalore,2025-01-19,2025-01-23,2025-01-24,4,30000,150000,60000,Pending,OP1176,Overdue,1
RNT101084,EQX1290,CUST1078,SITE117,Smart City Zone,Chennai,2025-03-30,2025-04-10,2025-04-10,11,22000,242000,44000,Paid,OP1161,Completed,0
RNT101085,EQX1059,CUST1002,SITE122,Highway Expansion,Mysore,2025-02-14,2025-03-02,2025-03-02,16,24000,384000,48000,Pending,OP1105,Completed,0
RNT101086,EQX1152,CUST1032,SITE110,Residential Township,Trichy,2025-01-13,2025-01-30,2025-02-07,17,18000,450000,36000,Paid,OP1139,Overdue,8
RNT101087,EQX1011,CUST1027,SITE124,Residential Township,Hyderabad,2025-01-19,2025-01-31,2025-02-02,12,25000,350000,50000,Paid,OP1156,Overdue,2
RNT101088,EQX1116,CUST1017,SITE103,Residential Township,Hyderabad,2025-04-22,2025-05-10,2025-05-20,18,30000,840000,60000,Pending,OP1137,Overdue,10
RNT101089,EQX1286,CUST1071,SITE115,Residential Township,Chennai,2025-01-12,2025-02-08,2025-02-08,27,18000,486000,36000,Paid,OP1113,Completed,0
RNT101090,EQX1206,CUST1091,SITE113,Smart City Zone,Chennai,2025-03-08,2025-04-05,2025-04-05,28,22000,616000,44000,Paid,OP1174,Completed,0
RNT101091,EQX1137,CUST1027,SITE101,Harbor Expansion,Coimbatore,2025-04-15,2025-04-29,2025-05-03,14,18000,324000,36000,Paid,OP1169,Overdue,4
RNT101092,EQX1177,CUST1085,SITE128,Smart City Zone,Chennai,2025-03-08,2025-03-26,2025-03-26,18,25000,450000,50000,Partial,OP1179,Completed,0
RNT101093,EQX1164,CUST1074,SITE128,Bridge Construction,Madurai,2025-05-15,2025-06-09,2025-06-09,25,30000,750000,60000,Paid,OP1132,Completed,0
RNT101094,EQX1296,CUST1059,SITE128,River Embankment,Coimbatore,2025-06-21,2025-07-11,2025-07-11,20,30000,600000,60000,Paid,OP1029,Completed,0
RNT101095,EQX1247,CUST1099,SITE126,Residential Township,Hyderabad,2025-03-24,2025-04-11,2025-04-11,18,12000,216000,24000,Paid,OP1186,Completed,0
RNT101096,EQX1230,CUST1066,SITE126,Highway Expansion,Coimbatore,2025-01-18,2025-02-01,2025-02-04,14,18000,306000,36000,Paid,OP1130,Overdue,3
RNT101097,EQX1057,CUST1093,SITE103,Industrial Park,Trichy,2025-06-04,2025-06-16,2025-06-16,12,22000,264000,44000,Paid,OP1098,Completed,0
