telemetry_id,equipment_id,rental_id,timestamp,engine_hours_today,total_engine_hours,idle_hours_today,fuel_level_percent,fuel_consumed_liters,engine_temperature_c,hydraulic_pressure_bar,vibration_score,rpm,gps_lat,gps_lon,distance_from_site_km,geofence_flag,movement_status,fault_code,alert_flag,alert_type,condition_score
TEL127837,EQX1192,RNT103303,2025-10-24 16:33:00,5.0,925,3.76,84.7,82.98,105.7,188.2,2.83,755,17.406464,78.515271,3.94,Inside,Travelling,TMP003,Yes,High Temperature,77
TEL127838,EQX1147,RNT104977,2025-09-15 06:37:00,2.77,3591,0.57,42.9,36.18,92.6,260.8,0.57,1497,9.954996,78.131439,2.64,Inside,Travelling,NONE,No,None,90
TEL127839,EQX1069,RNT104517,2025-01-29 04:23:00,8.69,6930,4.29,77.1,164.13,81.4,251.2,6.36,1032,17.375612,78.495646,0.88,Inside,Working,HYD002,Yes,High Vibration,78
TEL127840,EQX1002,RNT100663,2025-07-03 01:03:00,3.06,5262,0.95,92.1,43.44,85.9,244.6,5.58,1082,10.97928,76.986387,2.31,Inside,Working,NONE,No,None,78
TEL127841,EQX1264,RNT103600,2025-04-07 00:45:00,2.23,11023,0.07,82.7,31.21,91.0,254.8,4.18,2142,12.931416,77.606484,2.3,Inside,Idle,NONE,No,None,80
TEL127842,EQX1246,RNT100273,2025-12-16 06:44:00,4.95,1815,0.63,75.5,56.54,74.3,256.8,1.77,983,9.921954,78.137775,2.79,Inside,Idle,NONE,No,None,96
TEL127843,EQX1244,RNT104425,2025-02-24 03:49:00,0.57,4409,0.37,43.0,6.97,76.1,211.4,5.51,1973,17.423824,78.518048,2.96,Inside,Idle,NONE,No,None,89
TEL127844,EQX1185,RNT101923,2025-07-03 05:11:00,2.58,1519,2.52,21.3,40.98,95.5,276.4,0.87,1458,11.043259,76.920651,2.67,Inside,Working,NONE,No,None,86
TEL127845,EQX1041,RNT100335,2025-02-19 10:16:00,2.96,13051,1.89,31.1,45.77,99.8,186.0,3.71,1250,17.42204,78.519572,1.88,Inside,Working,NONE,No,None,79
TEL127846,EQX1039,RNT103348,2025-08-22 08:47:00,11.92,9437,6.03,93.0,209.55,103.6,198.3,6.46,2100,12.931791,77.638017,0.01,Inside,Working,TMP003,Yes,High Temperature,65
TEL127847,EQX1177,RNT102331,2025-12-13 19:08:00,9.75,10813,9.28,78.6,87.25,109.7,277.0,2.22,907,13.063403,80.256478,1.49,Inside,Idle,TMP003,Yes,High Temperature,67
TEL127848,EQX1143,RNT101733,2025-02-04 14:51:00,6.96,12365,6.05,82.5,120.16,98.7,300.1,3.02,878,17.371183,78.495962,4.91,Inside,Working,NONE,No,None,75
TEL127849,EQX1213,RNT100232,2025-05-29 22:13:00,2.28,8778,2.14,54.4,43.11,79.3,291.1,5.98,1405,17.376421,78.481821,3.43,Inside,Working,NONE,No,None,79
TEL127850,EQX1077,RNT101804,2025-08-11 02:04:00,1.6,6198,0.82,42.8,25.69,86.5,294.2,4.29,700,11.067552,76.994835,2.97,Outside,Working,GPS005,Yes,Geofence Breach,82
TEL127851,EQX1216,RNT103996,2025-10-02 23:05:00,5.86,13540,0.5,51.7,84.0,71.5,249.7,7.77,2013,11.001861,76.922612,0.19,Inside,Working,HYD002,Yes,High Vibration,80
TEL127852,EQX1182,RNT104325,2025-11-12 23:13:00,2.63,1594,1.7,91.5,38.04,105.0,195.2,1.34,1002,17.363683,78.46897,0.88,Inside,Working,TMP003,Yes,High Temperature,82
TEL127853,EQX1273,RNT103681,2025-07-16 04:25:00,6.21,3081,2.75,93.9,103.33,101.2,205.2,1.34,1635,17.384843,78.529719,2.81,Inside,Working,TMP003,Yes,High Temperature,85
TEL127854,EQX1277,RNT101738,2025-08-16 06:26:00,8.97,2769,7.58,33.0,87.41,105.7,219.5,6.86,1641,12.931762,77.592735,2.82,Inside,Working,TMP003,Yes,High Temperature,62
TEL127855,EQX1224,RNT103586,2025-10-15 13:02:00,8.06,1712,4.74,51.8,78.74,98.0,263.9,5.25,1993,9.958781,78.103067,0.35,Inside,Idle,NONE,No,None,71
TEL127856,EQX1077,RNT101731,2025-06-14 04:50:00,10.75,5999,2.75,46.1,159.6,79.8,253.2,0.55,2170,11.060232,77.007518,3.38,Inside,Working,NONE,No,None,91
TEL127857,EQX1057,RNT100282,2025-02-11 04:24:00,8.54,8245,7.04,36.4,97.94,78.4,194.9,3.75,1614,9.949143,78.107763,3.11,Inside,Working,NONE,No,None,81
TEL127858,EQX1115,RNT103976,2025-04-22 12:32:00,0.76,3720,0.12,67.1,9.04,100.4,263.8,6.25,1955,17.377867,78.491828,3.41,Inside,Stopped,TMP003,Yes,High Temperature,76
TEL127859,EQX1154,RNT101227,2025-09-28 16:06:00,9.56,1886,0.66,53.0,93.49,79.8,311.9,4.4,1582,10.97573,76.947648,3.48,Inside,Working,NONE,No,None,89
TEL127860,EQX1287,RNT101113,2025-06-20 02:35:00,2.29,7121,0.07,66.3,30.74,93.3,205.4,2.78,885,12.933729,77.557178,3.77,Inside,Working,NONE,No,None,83
TEL127861,EQX1296,RNT100598,2025-04-11 02:24:00,7.8,1767,4.41,38.6,140.2,86.5,289.1,2.96,2014,13.118668,80.258785,0.95,Inside,Working,NONE,No,None,85
TEL127862,EQX1175,RNT101034,2025-02-21 19:41:00,6.32,1540,4.36,52.6,60.61,81.1,256.2,6.28,1417,13.099078,80.236362,4.62,Inside,Working,HYD002,Yes,High Vibration,78
TEL127863,EQX1275,RNT104865,2025-05-16 19:06:00,10.25,10904,8.1,96.2,165.46,73.1,202.7,5.08,1453,13.071807,80.303639,2.31,Inside,Working,NONE,No,None,78
TEL127864,EQX1135,RNT100929,2025-07-02 11:16:00,11.85,10266,4.18,60.1,213.46,105.9,263.3,4.37,937,13.116235,80.297676,4.18,Inside,Working,TMP003,Yes,High Temperature,70
TEL127865,EQX1274,RNT100468,2025-03-29 09:47:00,11.28,4254,3.69,14.7,94.33,83.2,186.3,5.03,1996,12.979396,77.644975,2.65,Inside,Working,FUEL004,Yes,Low Fuel,80
TEL127866,EQX1131,RNT102281,2025-06-02 07:51:00,1.29,12261,0.26,39.3,19.86,81.2,231.6,7.74,1021,12.999722,77.614779,1.6,Inside,Working,HYD002,Yes,High Vibration,76
TEL127867,EQX1016,RNT100459,2025-02-02 01:11:00,3.83,10409,2.12,31.9,71.0,82.3,317.3,7.81,2076,9.958578,78.123906,4.0,Inside,Working,HYD002,Yes,High Vibration,74
TEL127868,EQX1101,RNT102116,2025-11-30 19:10:00,7.92,9447,4.24,72.9,132.42,83.6,284.5,2.86,2148,13.035421,80.226822,1.85,Inside,Stopped,NONE,No,None,85
TEL127869,EQX1066,RNT103000,2025-10-08 15:37:00,2.63,6847,1.01,11.4,31.37,84.1,295.9,2.26,1782,12.948964,77.632094,4.44,Inside,Stopped,FUEL004,Yes,Low Fuel,86
TEL127870,EQX1052,RNT104042,2025-09-15 18:39:00,6.84,8136,3.87,49.2,56.47,108.9,229.1,1.29,1543,9.877707,78.161124,0.78,Inside,Working,TMP003,Yes,High Temperature,79
TEL127871,EQX1003,RNT101820,2025-02-26 02:35:00,8.71,7396,6.02,65.5,114.15,107.2,255.6,1.15,885,13.051644,80.300241,1.2,Inside,Working,TMP003,Yes,High Temperature,78
TEL127872,EQX1207,RNT100582,2025-09-13 14:15:00,6.56,6003,6.17,15.8,93.0,86.0,293.1,5.08,1054,17.379925,78.453793,1.94,Inside,Working,ENG001,Yes,Maintenance Due,78
TEL127873,EQX1087,RNT103692,2025-04-26 04:21:00,9.37,4838,7.51,90.2,121.85,71.2,234.1,3.74,1099,12.957844,77.615774,0.13,Outside,Travelling,GPS005,Yes,Geofence Breach,87
TEL127874,EQX1085,RNT100631,2025-01-23 21:28:00,11.33,3068,4.24,58.9,192.81,101.8,212.4,5.78,1777,9.920369,78.109238,1.75,Inside,Working,TMP003,Yes,High Temperature,69
TEL127875,EQX1295,RNT103245,2025-10-22 03:20:00,2.66,12487,0.95,64.7,38.89,80.7,291.3,4.05,906,17.362673,78.453896,4.87,Inside,Working,NONE,No,None,89
TEL127876,EQX1189,RNT101969,2025-01-01 02:17:00,9.86,12181,4.02,85.0,191.07,92.1,212.0,5.2,898,12.926948,77.595103,3.73,Inside,Working,NONE,No,None,79
TEL127877,EQX1077,RNT104141,2025-09-02 14:53:00,8.6,6712,3.58,23.4,121.77,80.5,296.7,2.14,1847,11.057786,76.990121,4.66,Inside,Working,NONE,No,None,84
TEL127878,EQX1190,RNT104934,2025-09-12 00:38:00,11.88,5716,11.85,28.3,151.31,104.6,204.2,0.83,1463,12.933801,77.603332,0.42,Inside,Travelling,TMP003,Yes,High Temperature,70
TEL127879,EQX1122,RNT103806,2025-03-26 15:51:00,0.65,1587,0.44,95.5,6.31,74.2,193.0,6.12,1564,17.380289,78.468919,3.3,Outside,Working,HYD002,Yes,High Vibration,88
TEL127880,EQX1193,RNT100508,2025-02-13 00:51:00,3.94,2925,0.56,19.8,78.71,107.3,217.7,1.93,1801,17.423217,78.436541,4.06,Inside,Working,TMP003,Yes,High Temperature,79
TEL127881,EQX1236,RNT100649,2025-07-22 15:52:00,11.45,2594,3.1,12.6,121.9,89.3,279.2,2.12,1059,13.124832,80.284379,0.56,Inside,Working,FUEL004,Yes,Low Fuel,85
TEL127882,EQX1153,RNT102968,2025-10-12 20:15:00,11.34,11852,3.59,13.8,182.8,104.7,215.0,3.84,2133,12.982302,77.584288,4.94,Outside,Working,TMP003,Yes,High Temperature,73
TEL127883,EQX1046,RNT102765,2025-11-19 01:16:00,6.15,4310,0.32,49.8,101.66,108.8,263.5,6.13,1016,17.352679,78.529673,1.07,Inside,Working,TMP003,Yes,High Temperature,68
TEL127884,EQX1230,RNT102446,2025-02-27 17:27:00,0.9,3457,0.69,88.4,12.18,74.2,319.5,5.16,2106,12.996762,77.638207,2.82,Inside,Travelling,NONE,No,None,89
TEL127885,EQX1128,RNT103385,2025-09-18 07:15:00,4.88,10763,0.9,50.0,48.67,70.6,236.7,1.94,1727,9.884895,78.146262,2.66,Inside,Travelling,NONE,No,None,93
TEL127886,EQX1042,RNT102586,2025-05-11 21:31:00,8.08,4166,1.62,40.6,126.29,108.5,281.7,4.51,1194,12.944032,77.60902,1.78,Inside,Working,TMP003,Yes,High Temperature,70
TEL127887,EQX1181,RNT104172,2025-02-20 09:12:00,0.42,12320,0.08,22.1,5.65,94.9,185.0,7.04,1070,17.373073,78.499663,4.0,Inside,Working,HYD002,Yes,High Vibration,74
TEL127888,EQX1255,RNT101321,2025-10-17 06:45:00,9.31,8365,4.16,15.4,75.46,70.5,224.4,5.69,1272,9.933632,78.137853,3.82,Inside,Working,NONE,No,None,86
TEL127889,EQX1184,RNT100692,2025-08-16 04:56:00,6.38,2887,0.34,17.2,106.41,84.0,233.5,3.09,1431,13.040413,80.264284,2.49,Inside,Working,NONE,No,None,86
TEL127890,EQX1018,RNT104282,2025-10-31 20:59:00,1.02,10542,0.57,65.9,19.07,107.1,277.7,5.25,1683,12.996784,77.616045,3.79,Inside,Idle,TMP003,Yes,High Temperature,73
TEL127891,EQX1299,RNT100731,2025-02-26 03:27:00,1.04,4305,0.77,99.4,13.64,89.1,182.6,2.31,1840,12.961986,77.591161,1.78,Inside,Working,NONE,No,None,83
TEL127892,EQX1130,RNT100794,2025-08-09 07:50:00,10.79,8308,9.57,40.4,94.12,98.6,257.4,7.67,1908,11.046749,76.970003,0.32,Outside,Working,HYD002,Yes,High Vibration,66
TEL127893,EQX1056,RNT101564,2025-02-25 19:56:00,6.32,5551,2.93,98.7,61.81,98.9,223.9,5.25,1003,9.912385,78.126036,2.76,Inside,Working,NONE,No,None,75
TEL127894,EQX1004,RNT104698,2025-01-26 10:14:00,1.79,5724,1.15,93.8,18.46,75.4,207.0,5.08,988,11.044869,76.91549,2.5,Inside,Working,NONE,No,None,85
TEL127895,EQX1071,RNT104762,2025-09-29 11:46:00,2.27,9541,1.13,42.5,30.15,87.6,189.3,2.83,1455,12.930618,77.632975,4.19,Outside,Working,GPS005,Yes,Geofence Breach,87
TEL127896,EQX1067,RNT104803,2025-11-24 00:29:00,6.14,6221,0.29,86.7,113.38,87.7,206.1,6.4,1217,17.436956,78.531896,2.01,Inside,Working,HYD002,Yes,High Vibration,80
TEL127897,EQX1258,RNT102255,2025-11-14 14:57:00,3.81,11063,0.29,71.6,53.07,78.6,245.9,3.01,2131,9.884401,78.087796,4.56,Inside,Working,NONE,No,None,88
TEL127898,EQX1207,RNT103926,2025-05-16 10:20:00,6.45,12550,3.59,44.5,62.99,100.7,242.5,2.35,848,17.396378,78.436057,1.7,Inside,Working,TMP003,Yes,High Temperature,78
TEL127899,EQX1128,RNT101136,2025-04-14 00:29:00,11.63,11087,4.73,65.9,200.12,83.1,314.7,3.71,2147,9.877395,78.14319,4.92,Inside,Idle,NONE,No,None,79
TEL127900,EQX1184,RNT104567,2025-11-11 05:39:00,5.91,13068,3.72,79.2,108.52,108.7,260.5,4.88,930,13.055671,80.264951,2.25,Inside,Working,TMP003,Yes,High Temperature,70
TEL127901,EQX1150,RNT102716,2025-11-16 17:10:00,10.88,10892,3.22,32.7,154.1,98.2,291.4,7.63,2031,11.056918,76.929127,4.96,Inside,Stopped,HYD002,Yes,High Vibration,68
TEL127902,EQX1137,RNT103352,2025-02-10 15:54:00,1.61,1463,0.64,40.4,20.11,74.8,208.5,5.27,913,9.970609,78.122539,2.69,Inside,Working,NONE,No,None,85
TEL127903,EQX1222,RNT100423,2025-08-21 14:39:00,2.13,3256,0.96,83.2,40.17,98.6,308.5,3.52,847,13.007569,77.561901,3.45,Inside,Working,NONE,No,None,78
TEL127904,EQX1078,RNT100034,2025-12-17 13:54:00,4.1,10086,0.12,11.6,67.98,86.8,310.5,3.19,2157,17.344103,78.516616,3.23,Inside,Idle,FUEL004,Yes,Low Fuel,84
TEL127905,EQX1139,RNT104311,2025-01-23 14:06:00,0.72,3357,0.06,28.7,13.57,89.4,218.3,1.09,874,11.017713,76.932354,4.92,Inside,Idle,NONE,No,None,87
TEL127906,EQX1054,RNT101431,2025-04-26 05:54:00,9.08,1357,4.28,57.2,88.7,94.3,220.7,3.79,1268,9.947503,78.088835,1.53,Inside,Working,NONE,No,None,79
TEL127907,EQX1180,RNT101995,2025-12-08 18:34:00,2.87,11944,2.51,73.4,50.71,102.2,307.2,0.82,1018,13.090221,80.268871,1.6,Inside,Travelling,TMP003,Yes,High Temperature,80
TEL127908,EQX1125,RNT103837,2025-12-11 12:23:00,4.97,10556,3.22,32.1,66.1,86.3,207.9,1.61,1964,10.990355,76.979407,3.65,Inside,Idle,NONE,No,None,89
TEL127909,EQX1140,RNT104853,2025-01-05 07:31:00,10.45,4842,6.72,22.7,189.38,85.4,288.7,2.9,1052,11.0352,76.996312,2.23,Inside,Stopped,NONE,No,None,83
TEL127910,EQX1097,RNT100031,2025-02-21 22:16:00,9.83,4475,3.01,16.9,103.98,77.0,243.6,1.75,1802,12.92381,77.597275,2.76,Inside,Working,NONE,No,None,89
TEL127911,EQX1091,RNT100693,2025-12-06 21:08:00,1.18,3108,0.93,21.7,10.82,86.1,283.8,7.67,713,9.887868,78.1102,3.85,Outside,Idle,HYD002,Yes,High Vibration,75
TEL127912,EQX1136,RNT100293,2025-06-15 08:38:00,7.38,1779,1.38,26.9,107.58,74.7,196.9,5.98,834,17.389586,78.533815,3.9,Inside,Travelling,NONE,No,None,81
TEL127913,EQX1166,RNT101281,2025-09-06 08:50:00,1.32,4572,1.22,8.0,17.25,105.0,206.4,6.67,1715,12.987593,77.589523,0.45,Inside,Working,TMP003,Yes,High Temperature,74
TEL127914,EQX1029,RNT104372,2025-01-28 09:17:00,2.05,4374,1.56,18.6,23.71,99.1,256.5,4.56,923,17.344301,78.525702,2.61,Inside,Travelling,NONE,No,None,78
TEL127915,EQX1240,RNT101231,2025-07-15 07:09:00,9.0,14712,4.49,39.6,128.73,75.0,256.7,1.51,1985,13.135266,80.260263,4.87,Inside,Idle,NONE,No,None,90
TEL127916,EQX1036,RNT101561,2025-11-02 02:40:00,11.57,6455,9.49,13.5,139.24,108.3,203.0,6.2,1828,11.06548,76.942794,0.8,Inside,Working,TMP003,Yes,High Temperature,63
TEL127917,EQX1113,RNT102654,2025-06-12 07:06:00,6.13,622,4.46,91.8,52.4,96.7,225.6,1.12,703,13.125701,80.287699,1.47,Inside,Travelling,NONE,No,None,80
TEL127918,EQX1243,RNT103410,2025-05-12 15:06:00,9.81,14659,6.38,18.8,156.94,92.3,225.6,7.48,2097,13.044577,80.279326,2.16,Inside,Working,HYD002,Yes,High Vibration,71
TEL127919,EQX1223,RNT103256,2025-04-09 00:55:00,4.46,8221,2.5,89.2,52.89,83.9,316.2,6.37,1549,11.053731,76.915965,4.72,Inside,Working,HYD002,Yes,High Vibration,77
TEL127920,EQX1077,RNT104141,2025-10-27 22:19:00,11.02,5616,10.99,61.7,95.71,97.3,201.3,1.27,1019,11.069,77.004283,0.45,Outside,Stopped,GPS005,Yes,Geofence Breach,74
TEL127921,EQX1121,RNT101172,2025-07-15 02:59:00,8.92,11352,6.62,88.6,92.51,103.1,193.1,4.53,1046,12.967295,77.585645,1.91,Inside,Working,TMP003,Yes,High Temperature,72
TEL127922,EQX1202,RNT104237,2025-08-15 12:40:00,5.32,5674,2.22,75.3,63.14,101.5,274.0,7.36,2116,12.93812,77.59397,0.71,Inside,Working,TMP003,Yes,High Temperature,71
TEL127923,EQX1146,RNT101392,2025-04-09 05:50:00,2.07,10158,0.23,74.7,17.69,86.2,188.7,5.94,1675,11.018053,76.938749,4.28,Inside,Working,NONE,No,None,79
TEL127924,EQX1074,RNT102808,2025-02-27 12:12:00,6.43,10528,4.38,91.4,119.1,106.5,240.9,6.02,807,9.899557,78.121996,4.15,Inside,Idle,TMP003,Yes,High Temperature,68
TEL127925,EQX1176,RNT103102,2025-07-04 00:12:00,6.54,10032,1.22,92.4,90.65,71.3,221.8,1.3,1887,12.99256,77.597312,4.38,Inside,Working,NONE,No,None,97
TEL127926,EQX1168,RNT101951,2025-04-25 14:31:00,5.11,12859,0.23,75.8,94.36,91.7,226.2,4.29,1801,10.981782,76.954043,0.22,Outside,Stopped,GPS005,Yes,Geofence Breach,85
TEL127927,EQX1081,RNT101440,2025-01-14 20:54:00,0.45,12324,0.1,29.7,5.57,92.8,277.5,7.33,1507,12.935911,77.607899,1.11,Inside,Working,HYD002,Yes,High Vibration,79
TEL127928,EQX1131,RNT101436,2025-10-01 08:31:00,11.06,667,0.38,79.7,138.2,94.9,223.2,7.01,743,12.998762,77.616165,0.04,Inside,Working,HYD002,Yes,High Vibration,72
TEL127929,EQX1280,RNT101900,2025-10-26 04:08:00,10.39,6919,4.83,5.2,110.05,81.5,317.0,7.38,1935,12.927663,77.572006,4.74,Inside,Working,FUEL004,Yes,Low Fuel,76
TEL127930,EQX1082,RNT101360,2025-11-19 05:32:00,0.75,3442,0.13,29.1,9.2,104.9,198.9,5.12,1480,9.938624,78.124169,3.17,Inside,Working,TMP003,Yes,High Temperature,76
TEL127931,EQX1052,RNT101457,2025-12-14 20:33:00,3.19,3111,0.25,44.7,55.72,94.9,247.0,5.38,1630,9.869404,78.160179,3.23,Inside,Working,NONE,No,None,82
TEL127932,EQX1161,RNT100072,2025-10-15 13:20:00,0.03,10214,0.01,8.7,0.27,89.8,198.9,2.72,1037,9.938829,78.090361,3.35,Inside,Idle,FUEL004,Yes,Low Fuel,86
TEL127933,EQX1065,RNT100727,2025-05-20 21:41:00,3.88,8183,2.28,74.6,54.15,78.1,250.2,7.17,2113,12.997077,77.588176,3.07,Inside,Working,HYD002,Yes,High Vibration,78
TEL127934,EQX1103,RNT100614,2025-05-05 19:58:00,3.89,4452,1.44,26.3,50.63,98.5,263.2,6.29,2009,10.971574,76.946665,4.95,Inside,Working,HYD002,Yes,High Vibration,73
TEL127935,EQX1164,RNT101494,2025-03-24 07:53:00,7.29,2970,2.93,64.8,65.79,105.6,296.3,3.53,1655,11.014848,76.989638,1.7,Inside,Stopped,TMP003,Yes,High Temperature,75
TEL127936,EQX1128,RNT103135,2025-02-02 19:57:00,8.23,11499,6.42,45.5,128.53,72.0,197.6,2.24,1656,9.885282,78.14324,0.47,Inside,Working,NONE,No,None,89
TEL127937,EQX1155,RNT104031,2025-12-26 19:56:00,10.75,10104,9.92,76.1,121.11,96.6,319.4,4.06,1859,12.959669,77.622821,2.03,Inside,Stopped,NONE,No,None,70
TEL127938,EQX1153,RNT102968,2025-03-29 11:25:00,1.64,13317,1.32,19.1,16.03,104.3,207.3,4.29,1297,12.998109,77.580192,3.31,Inside,Working,TMP003,Yes,High Temperature,76
TEL127939,EQX1166,RNT103925,2025-01-05 05:22:00,5.3,12779,3.13,61.8,104.48,102.5,187.7,5.46,2060,12.985052,77.596012,3.11,Inside,Travelling,TMP003,Yes,High Temperature,70
TEL127940,EQX1151,RNT103063,2025-03-28 19:56:00,3.83,8863,0.61,12.5,40.36,86.0,222.4,2.41,1604,17.403478,78.482407,4.32,Inside,Working,FUEL004,Yes,Low Fuel,91
TEL127941,EQX1222,RNT104234,2025-03-05 14:46:00,7.07,12112,1.21,83.7,105.36,96.1,197.9,4.16,2198,13.003389,77.57688,1.56,Inside,Working,NONE,No,None,82
TEL127942,EQX1298,RNT101877,2025-02-07 02:20:00,2.52,2996,2.45,32.2,26.9,106.5,285.1,0.81,1374,17.393772,78.504305,3.2,Inside,Working,TMP003,Yes,High Temperature,84
TEL127943,EQX1201,RNT101684,2025-01-20 13:29:00,11.62,7738,11.16,87.4,166.79,87.6,193.8,1.9,1414,17.418881,78.521601,0.36,Inside,Stopped,NONE,No,None,81
TEL127944,EQX1256,RNT100474,2025-07-29 14:39:00,9.76,6450,9.68,96.5,80.72,90.9,257.6,5.07,884,9.937112,78.119834,3.29,Inside,Travelling,NONE,No,None,70
TEL127945,EQX1145,RNT104642,2025-11-10 15:31:00,10.64,3093,8.75,65.7,184.82,92.6,191.1,7.93,1843,9.946606,78.148487,4.84,Inside,Working,HYD002,Yes,High Vibration,66
TEL127946,EQX1286,RNT103876,2025-08-25 02:46:00,2.99,11147,2.03,82.3,31.34,109.8,318.9,7.74,2009,17.393907,78.492039,1.8,Inside,Travelling,TMP003,Yes,High Temperature,68
TEL127947,EQX1287,RNT100676,2025-07-10 20:51:00,11.73,12940,10.1,23.2,182.36,79.2,277.8,4.49,1984,12.927765,77.557472,1.14,Inside,Working,NONE,No,None,78
TEL127948,EQX1148,RNT103380,2025-12-23 08:05:00,9.53,1641,2.75,16.3,97.24,98.8,283.3,6.25,738,9.898548,78.098469,3.03,Inside,Idle,HYD002,Yes,High Vibration,71
TEL127949,EQX1091,RNT102105,2025-06-05 07:41:00,11.39,2774,1.54,74.8,212.87,83.9,206.0,5.89,1286,9.883349,78.127825,4.33,Inside,Idle,NONE,No,None,79
TEL127950,EQX1211,RNT104746,2025-07-20 14:18:00,1.61,1974,0.21,99.7,28.42,96.0,245.1,6.01,809,9.912789,78.099419,0.1,Inside,Idle,HYD002,Yes,High Vibration,77
TEL127951,EQX1275,RNT104865,2025-02-03 02:21:00,11.94,7080,11.54,27.7,228.18,93.3,225.4,6.76,1744,13.063319,80.304975,3.78,Inside,Working,HYD002,Yes,High Vibration,63
TEL127952,EQX1144,RNT100139,2025-02-20 08:06:00,7.23,13874,6.44,57.7,133.44,106.8,218.2,6.07,838,9.957964,78.107021,1.24,Inside,Travelling,TMP003,Yes,High Temperature,68
TEL127953,EQX1282,RNT104513,2025-09-01 10:08:00,3.58,1880,1.75,39.4,55.44,76.7,228.0,0.6,1406,13.111544,80.262861,2.49,Inside,Working,NONE,No,None,93
TEL127954,EQX1165,RNT104049,2025-04-11 07:46:00,5.8,2159,2.89,98.2,66.91,94.6,206.1,3.35,2187,10.990153,76.928428,0.52,Inside,Working,NONE,No,None,81
TEL127955,EQX1215,RNT104852,2025-12-17 10:56:00,6.18,2029,1.46,12.6,77.04,105.5,200.2,4.76,2014,9.926219,78.144242,3.06,Inside,Travelling,TMP003,Yes,High Temperature,77
TEL127956,EQX1273,RNT104833,2025-02-27 22:45:00,2.71,12164,0.34,31.5,52.06,100.2,241.8,6.99,1577,17.397167,78.527934,0.32,Inside,Stopped,TMP003,Yes,High Temperature,71
TEL127957,EQX1226,RNT102165,2025-01-23 05:55:00,8.7,6202,2.7,14.1,137.7,107.8,186.2,4.3,1331,13.024473,80.260729,3.54,Outside,Working,TMP003,Yes,High Temperature,72
TEL127958,EQX1288,RNT102898,2025-06-23 02:39:00,7.31,3064,5.41,21.8,145.29,78.4,222.1,7.89,1575,11.04374,76.993207,1.72,Inside,Working,HYD002,Yes,High Vibration,73
TEL127959,EQX1060,RNT103714,2025-04-05 09:05:00,8.6,2722,4.66,62.6,93.27,83.5,293.5,2.38,2090,17.38337,78.456155,0.31,Outside,Idle,GPS005,Yes,Geofence Breach,82
TEL127960,EQX1199,RNT104937,2025-12-13 15:00:00,1.57,9889,0.54,84.8,26.83,105.4,251.3,6.97,1129,12.949042,77.632415,4.6,Inside,Stopped,TMP003,Yes,High Temperature,74
TEL127961,EQX1283,RNT100421,2025-10-13 18:01:00,0.77,710,0.4,78.6,8.36,88.1,299.2,1.55,1889,9.948066,78.136657,3.25,Inside,Stopped,NONE,No,None,91
TEL127962,EQX1215,RNT100779,2025-03-15 01:11:00,8.26,7579,7.12,77.4,165.13,77.4,309.6,3.68,1329,9.911256,78.149202,3.14,Inside,Working,NONE,No,None,83
TEL127963,EQX1177,RNT101232,2025-06-23 13:54:00,11.22,10804,7.9,6.6,145.38,77.1,288.5,6.08,1370,13.073371,80.269819,1.56,Inside,Working,FUEL004,Yes,Low Fuel,75
TEL127964,EQX1006,RNT101506,2025-10-04 19:34:00,2.75,1910,0.72,64.6,40.12,82.3,258.4,2.04,1107,9.969706,78.137171,1.98,Inside,Idle,NONE,No,None,88
TEL127965,EQX1091,RNT100693,2025-03-17 16:16:00,4.33,1318,3.81,60.5,69.4,74.7,305.7,0.67,1159,9.89345,78.115352,4.34,Inside,Travelling,NONE,No,None,92
TEL127966,EQX1125,RNT101284,2025-11-12 02:05:00,6.35,13092,1.2,72.8,91.84,85.9,293.2,5.57,1538,10.997802,76.982485,1.91,Inside,Working,NONE,No,None,82
TEL127967,EQX1060,RNT104240,2025-05-23 21:02:00,11.05,8108,0.49,9.7,200.19,89.5,184.8,1.72,1164,17.377073,78.445831,1.13,Inside,Idle,FUEL004,Yes,Low Fuel,86
TEL127968,EQX1161,RNT101499,2025-07-10 02:22:00,7.8,5375,0.14,28.7,84.85,76.2,319.7,4.98,1659,9.939007,78.108644,0.23,Inside,Working,NONE,No,None,84
TEL127969,EQX1297,RNT101547,2025-06-18 17:01:00,2.71,1832,1.14,67.0,29.36,92.2,197.2,1.12,714,13.117605,80.324069,4.26,Inside,Idle,NONE,No,None,84
TEL127970,EQX1002,RNT101849,2025-04-27 04:39:00,4.27,2423,4.12,39.5,81.71,108.3,245.2,5.56,1062,10.986278,76.982796,4.4,Inside,Stopped,TMP003,Yes,High Temperature,66
TEL127971,EQX1256,RNT103673,2025-11-25 17:19:00,4.94,10102,4.05,43.9,79.15,76.0,193.4,1.07,1823,9.936935,78.130461,0.73,Inside,Idle,NONE,No,None,90
TEL127972,EQX1281,RNT101070,2025-05-17 21:51:00,11.95,725,6.65,45.1,208.05,71.5,279.0,7.29,1654,9.924508,78.085459,3.06,Inside,Working,HYD002,Yes,High Vibration,78
TEL127973,EQX1209,RNT104575,2025-05-05 06:35:00,11.51,4597,0.73,46.4,111.76,99.2,242.1,4.97,2187,17.37211,78.517772,0.08,Inside,Working,NONE,No,None,80
